MobyGames Name,Master_ID,,Game Title,MobyGames Game ID,MobyGames URL,Release year,Price,Price(n/a=0),moby score,Second_hand_Available_all,Second_hand_over100$,Available_New_distribution,New_distribution_only(no second hand),Category,カテゴリ名,count_dummy,Available?,Source of availability,Availability notes,Platform,Product code,Why omitted?,,
duel-masters-limited-edition,132,Historical_games,Duel Masters (Limited Edition),15876,http://www.mobygames.com/game/duel-masters-limited-edition,2004,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
polar-pierre,133,Historical_games,Polar Pierre,72118,http://www.mobygames.com/game/polar-pierre,1984,22.23,22.23257061,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mouse-trap-hotel,134,Historical_games,Mouse Trap Hotel,56348,http://www.mobygames.com/game/mouse-trap-hotel,1992,3.22,3.224463589,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
viva-piata,135,Historical_games,Viva Pi?ata,25261,http://www.mobygames.com/game/viva-piata,2006,3.21,3.210352151,7.9,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.xbox.com/en-us/games/store/viva-piata/BSXSL6WBJ0V7,,,,,,
micro-machines-64-turbo,136,Historical_games,Micro Machines 64 Turbo,6532,http://www.mobygames.com/game/micro-machines-64-turbo,1999,3.22,3.224463589,7.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
jet-boot-jack,137,Historical_games,Jet-Boot Jack,30031,http://www.mobygames.com/game/jet-boot-jack,1983,,0,7.4,0,0,0,0,0,F:入手困難,1,N,,,,,,,
simpsons_,138,Historical_games,The Simpsons,180425,http://www.mobygames.com/game/simpsons_,1999,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
pacific-storm-allies,139,Historical_games,Pacific Storm: Allies,44614,http://www.mobygames.com/game/pacific-storm-allies,2008,4.11,4.113484185,6.3,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://store.steampowered.com/app/11260/Pacific_Storm_Allies/,,,,,,
diplomacy_,140,Historical_games,Diplomacy,102405,http://www.mobygames.com/game/diplomacy_,1974,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
buried-buck,141,Historical_games,Buried Buck$,30131,http://www.mobygames.com/game/buried-buck,1982,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
myst-iii-exile,142,Historical_games,Myst III: Exile,3520,http://www.mobygames.com/game/myst-iii-exile,2001,0.99,0.987800662,7.7,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.gog.com/en/game/myst_3_exile,,,,,,
glider,143,Historical_games,Glider,79746,http://www.mobygames.com/game/glider,1989,,0,,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,https://github.com/softdorothy/Glider4 and https://galeforcegames.itch.io/aerofoil,"Glider 4.0, an enhanced version of the original Glider, was released in its entirety as open source by creator John Calhoun in 2016. A reissue based on the open-source release was published in 2020 for computers and Android phones under the title Aerofoil.",,,,,
ant-invasion,144,Historical_games,Ant Invasion,140775,http://www.mobygames.com/game/ant-invasion,1978,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
audubon-grizzly-bears-wildlife-adventures,145,Historical_games,Audubon Grizzly Bears: Wildlife Adventures,143322,http://www.mobygames.com/game/audubon-grizzly-bears-wildlife-adventures,1988,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
cavern-quest,146,Historical_games,Cavern Quest,153740,http://www.mobygames.com/game/cavern-quest,1982,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
potshot,147,Historical_games,Potshot,118064,http://www.mobygames.com/game/potshot,1977,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
tin-star,148,Historical_games,Tin Star,36296,http://www.mobygames.com/game/tin-star,1994,9.99,9.990898122,7.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
ace-ventura-pet-detective,149,Historical_games,Ace Ventura: Pet Detective,22049,http://www.mobygames.com/game/ace-ventura-pet-detective,1998,6.72,6.724100219,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hot-slots,150,Historical_games,Hot Slots,17928,http://www.mobygames.com/game/hot-slots,1991,14.99,14.9934029,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
games-interactive,151,Historical_games,GAMES Interactive,7660,http://www.mobygames.com/game/games-interactive,2000,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
backyard-football-2002,152,Historical_games,Backyard Football 2002,7942,http://www.mobygames.com/game/backyard-football-2002,2001,3.15,3.153906399,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
great-baseball,153,Historical_games,Great Baseball,16740,http://www.mobygames.com/game/great-baseball,1987,,0,5.9,0,0,0,0,0,F:入手困難,1,N,,,,,,,
gapkids-adventure,154,Historical_games,GapKids Adventure,42979,http://www.mobygames.com/game/gapkids-adventure,2003,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
webmaster,155,Historical_games,Webmaster,36493,http://www.mobygames.com/game/webmaster,1999,5,50.00388065,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lawnmower-man,156,Historical_games,The Lawnmower Man,898,http://www.mobygames.com/game/lawnmower-man,1993,5.55,5.545795144,5.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
neurodancer,157,Historical_games,NeuroDancer,40505,http://www.mobygames.com/game/neurodancer,1994,1500.36,1500.36337,,1,0.5,0,0,1.5,B:プレミア中古,1,N,,,,,,,
big-buck-hunter-pro-open-season,158,Historical_games,Big Buck Hunter Pro Open Season,88694,http://www.mobygames.com/game/big-buck-hunter-pro-open-season,2009,24.96,24.95607815,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
cart-world-series,159,Historical_games,CART World Series,12492,http://www.mobygames.com/game/cart-world-series,1997,0.99,0.987800662,7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
kleon,160,Historical_games,Kleon,161539,http://www.mobygames.com/game/kleon,1978,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
blockage,161,Historical_games,Blockage,18986,http://www.mobygames.com/game/blockage,2003,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
pawn,162,Historical_games,The Pawn,1322,http://www.mobygames.com/game/pawn,1985,8.95,8.953707428,7.5,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://strandgames.com/games/thepawn,,,,,,
battlestar-galactica__,163,Historical_games,Battlestar Galactica,31954,http://www.mobygames.com/game/battlestar-galactica__,2007,3.84,3.838311143,5.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
loopz,164,Historical_games,Loopz,21383,http://www.mobygames.com/game/loopz,1990,,0,,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,Evercade (Atari Lynx Collection 1),,,,,,
hangmancybervision,165,Historical_games,Hangman,172296,http://www.mobygames.com/game/hangmancybervision,1978,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
lady-bug,166,Historical_games,Lady Bug,10255,http://www.mobygames.com/game/lady-bug,1981,8.5,8.495085692,7.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
netwar,167,Historical_games,netWAR,43289,http://www.mobygames.com/game/netwar,1997,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
warheads-se,168,Historical_games,WarHeads SE,4585,http://www.mobygames.com/game/warheads-se,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
shadow-hearts-covenant,169,Historical_games,Shadow Hearts: Covenant,13013,http://www.mobygames.com/game/shadow-hearts-covenant,2004,1.11,1.114803604,8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
states-and-capitals_,170,Historical_games,States and Capitals,69927,http://www.mobygames.com/game/states-and-capitals_,1983,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
where-in-the-world-is-carmen-sandiego-junior-detective-edition,171,Historical_games,Where in the World Is Carmen Sandiego?: Junior Detective Edition,15747,http://www.mobygames.com/game/where-in-the-world-is-carmen-sandiego-junior-detective-edition,1994,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
s,172,Historical_games,S,103890,http://www.mobygames.com/game/s,1979,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
vegas-craps,173,Historical_games,Vegas Craps,119942,http://www.mobygames.com/game/vegas-craps,1987,18.89,18.8881598,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
ikari-iii-the-rescue,174,Historical_games,Ikari III: The Rescue,7099,http://www.mobygames.com/game/ikari-iii-the-rescue,1989,11.71,11.70543784,6.8,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,"Arcade Archives (NSW, PS4), Antstream",,,,,,
tek-kids-flash-ops-mission-aqua-zone,175,Historical_games,Tek-Kids Flash-Ops: Mission: Aqua Zone,26130,http://www.mobygames.com/game/tek-kids-flash-ops-mission-aqua-zone,2006,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
hall-of-the-king,176,Historical_games,Hall of the King,152122,http://www.mobygames.com/game/hall-of-the-king,1985,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
hard-hitter-tennis,177,Historical_games,Hard Hitter Tennis,47413,http://www.mobygames.com/game/hard-hitter-tennis,2002,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lord-of-the-rings-war-of-the-ring,178,Historical_games,The Lord of the Rings: War of the Ring,13011,http://www.mobygames.com/game/lord-of-the-rings-war-of-the-ring,2003,6.17,6.166698417,6.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
grand-theft-auto-iv,179,Historical_games,Grand Theft Auto IV,33867,http://www.mobygames.com/game/grand-theft-auto-iv,2008,0.99,0.987800662,8.6,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://store.steampowered.com/app/12210/Grand_Theft_Auto_IV_The_Complete_Edition/,,,,,,
frog__,180,Historical_games,The Frog,176713,http://www.mobygames.com/game/frog__,1983,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
prussias-glory,181,Historical_games,Prussia's Glory,22167,http://www.mobygames.com/game/prussias-glory,2005,,0,,0,0,0,0,0,F:入手困難,1,N,,aka Horse & Musket 2: Prussia's Glory,,,,,
chosen-well-of-souls,182,Historical_games,The Chosen: Well of Souls,30731,http://www.mobygames.com/game/chosen-well-of-souls,2006,,0,6.4,0,0,0,0,0,F:入手困難,1,N,,,,,,,
multimedia-players-present-chicka-chicka-boom-boom,183,Historical_games,Multimedia Players Present: Chicka Chicka Boom Boom,166834,http://www.mobygames.com/game/multimedia-players-present-chicka-chicka-boom-boom,1995,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
wild-wheels,184,Historical_games,Wild Wheels,54785,http://www.mobygames.com/game/wild-wheels,1991,5.14,5.136563441,6.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
top-gun-the-second-mission,185,Historical_games,Top Gun: The Second Mission,9838,http://www.mobygames.com/game/top-gun-the-second-mission,1989,2.7,2.702340382,5.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
phonics-prime-time-initial-consonants,186,Historical_games,Phonics Prime Time: Initial Consonants,160526,http://www.mobygames.com/game/phonics-prime-time-initial-consonants,1986,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
dawn-of-discovery,187,Historical_games,Dawn of Discovery,41919,http://www.mobygames.com/game/dawn-of-discovery,2009,0.99,0.987800662,8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
warhead_,188,Historical_games,Warhead,12950,http://www.mobygames.com/game/warhead_,1991,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
gun,189,Historical_games,Gun,20193,http://www.mobygames.com/game/gun,2005,1.25,1.248862265,7.6,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://store.steampowered.com/app/2610/GUN/,,,,,,
night-flight__,190,Historical_games,Night Flight,140158,http://www.mobygames.com/game/night-flight__,1980,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
crystalline-cauldron,191,Historical_games,Crystalline Cauldron,32038,http://www.mobygames.com/game/crystalline-cauldron,2005,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
warlock_,192,Historical_games,Warlock,51284,http://www.mobygames.com/game/warlock_,1988,6.23,6.230199889,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
ballz-3d-fighting-at-its-ballziest,193,Historical_games,Ballz 3D: Fighting at its Ballziest,14549,http://www.mobygames.com/game/ballz-3d-fighting-at-its-ballziest,1994,5.5,5.50346083,6.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
boombots,194,Historical_games,BoomBots,3666,http://www.mobygames.com/game/boombots,1999,4,4.00059268,6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
air-sea-war,195,Historical_games,Air-Sea War,167009,http://www.mobygames.com/game/air-sea-war,1978,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
toca-race-driver-2,196,Historical_games,TOCA Race Driver 2,13139,http://www.mobygames.com/game/toca-race-driver-2,2004,1.27,1.270029422,8.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
ben-10-all-out-attack,197,Historical_games,Ben 10: All Out Attack!,41972,http://www.mobygames.com/game/ben-10-all-out-attack,2008,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
hysteria,198,Historical_games,Hysteria,28672,http://www.mobygames.com/game/hysteria,1987,5.78,5.778633872,,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://live.antstream.com/game-details/745a9f70-03af-4aa8-9f60-f4a570460450/info?id=745a9f70-03af-4aa8-9f60-f4a570460450&focusElement=playButton,,,,,,
atomic-tetris,199,Historical_games,Atomic Tetris,69342,http://www.mobygames.com/game/atomic-tetris,1991,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
eliminator___,200,Historical_games,Eliminator,68745,http://www.mobygames.com/game/eliminator___,1981,8.5,8.495085692,,1,0,0,0,1,A: 中古流通のみ,1,N,,ZX Spectrum game of the same name available via Antstream Arcade,,,,,
fly-ii,201,Historical_games,Fly! II,23949,http://www.mobygames.com/game/fly-ii,2001,4.95,4.953114747,6.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
word-problem-game-show,202,Historical_games,The Word Problem Game Show,156452,http://www.mobygames.com/game/word-problem-game-show,1990,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
space-station-oblivion,203,Historical_games,Space Station Oblivion,4933,http://www.mobygames.com/game/space-station-oblivion,1987,0.99,0.987800662,7.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
engine-driver,204,Historical_games,Engine Driver,153179,http://www.mobygames.com/game/engine-driver,1982,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
disneypixar-ratatouille___,205,Historical_games,Disney?Pixar Ratatouille,80923,http://www.mobygames.com/game/disneypixar-ratatouille___,2007,5.13,5.129507722,,1,0,0,0,1,A: 中古流通のみ,1,N,,The Xbox 360 version is still available but is a different game from a different developer.,,,,,
marble-madness,206,Historical_games,Marble Madness,466,http://www.mobygames.com/game/marble-madness,1984,3.22,3.224463589,7.2,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://live.antstream.com/game-details/f99f5a93-d910-4b59-9fad-3085a0d901d8/info?id=f99f5a93-d910-4b59-9fad-3085a0d901d8&focusElement=playButton,,,,,,
supersonic-acrobatic-rocket-powered-battle-cars,207,Historical_games,Supersonic Acrobatic Rocket-Powered Battle-Cars,47879,http://www.mobygames.com/game/supersonic-acrobatic-rocket-powered-battle-cars,2008,,0,6.9,0,0,0,0,0,F:入手困難,1,N,,Visible on the PS3 PSN store but not purchasable. This game was delisted in late 2022.,,,,,
c-the-contra-adventure,208,Historical_games,C: The Contra Adventure,26371,http://www.mobygames.com/game/c-the-contra-adventure,1998,14.99,14.9934029,5.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
landing-at-io,209,Historical_games,Landing at Io,67386,http://www.mobygames.com/game/landing-at-io,1987,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
battle-unit-zeoth,210,Historical_games,Battle Unit Zeoth,60354,http://www.mobygames.com/game/battle-unit-zeoth,1990,2.67,2.674117506,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
kiss-psycho-circus-the-nightmare-child,211,Historical_games,KISS: Psycho Circus - The Nightmare Child,2419,http://www.mobygames.com/game/kiss-psycho-circus-the-nightmare-child,2000,4.75,4.748498896,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
falcon_,212,Historical_games,Falcon,74196,http://www.mobygames.com/game/falcon_,1992,,0,,0,0,0,0,0,F:入手困難,1,N,,"The TG16 version is no longer available, but the PC version is available at multiple retailers.",,,,,
ms-maze,213,Historical_games,Ms. Maze,176850,http://www.mobygames.com/game/ms-maze,1984,,0,,0,0,0,0,0,F:入手困難,1,N,,This is an unlicensed reproduction of Ms. Pac-Man.,,,,,
madden-nfl-2001_,214,Historical_games,Madden NFL 2001,45364,http://www.mobygames.com/game/madden-nfl-2001_,2000,5.99,5.990305442,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
kid-phonics-1,215,Historical_games,Kid Phonics 1,72856,http://www.mobygames.com/game/kid-phonics-1,1994,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
bug-battle,216,Historical_games,Bug Battle,84817,http://www.mobygames.com/game/bug-battle,1982,295.07,295.0701691,,1,0.5,0,0,1.5,B:プレミア中古,1,N,,,,,,,
avatar-the-last-airbender____,217,Historical_games,Avatar: The Last Airbender,150888,http://www.mobygames.com/game/avatar-the-last-airbender____,2006,7.99,7.994129642,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
breakaway_,218,Historical_games,Breakaway,174415,http://www.mobygames.com/game/breakaway_,1982,,0,,0,0,0,0,0,F:入手困難,1,N,,This is a Breakout clone.,,,,,
xs-junior-league-soccer,219,Historical_games,XS Junior League Soccer,58036,http://www.mobygames.com/game/xs-junior-league-soccer,2004,1.11,1.114803604,,1,0,0,0,1,A: 中古流通のみ,1,N,,"Available as a PS1 Classic on PS3 but practically unavailable due to technical issues. See ""Service Degradation of PlayStation 3 and PlayStation Vita Storefronts.""",,,,,
pandemonium__,220,Historical_games,Pandemonium,135154,http://www.mobygames.com/game/pandemonium__,1982,,0,,0,0,0,0,0,F:入手困難,1,N,,A similarly-titled game but different is available at multiple retailers.,,,,,
dropship-united-peace-force,221,Historical_games,Dropship: United Peace Force,9729,http://www.mobygames.com/game/dropship-united-peace-force,2002,1.27,1.270029422,7.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
starclash,222,Historical_games,Starclash,123563,http://www.mobygames.com/game/starclash,1980,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
age-of-pirates-caribbean-tales,223,Historical_games,Age of Pirates: Caribbean Tales,24199,http://www.mobygames.com/game/age-of-pirates-caribbean-tales,2005,1.99,1.989712762,6.3,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://store.steampowered.com/app/817460/Sea_Dogs_Caribbean_Tales/,"Currently sold as ""Sea Dogs: Caribbean Tales""",,,,,
intruder__,224,Historical_games,Intruder!,124671,http://www.mobygames.com/game/intruder__,1982,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
alp-man,225,Historical_games,Alp Man,106133,http://www.mobygames.com/game/alp-man,1983,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
klingon-capture,226,Historical_games,Klingon Capture,111469,http://www.mobygames.com/game/klingon-capture,1976,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
buck-rogers-rides-again,227,Historical_games,Buck Rogers Rides Again,172508,http://www.mobygames.com/game/buck-rogers-rides-again,1979,,0,,0,0,0,0,0,F:入手困難,1,N,,This game may be lost? I couldn't find anything on it.,,,,,
four-field-kono,228,Historical_games,Four Field Kono,79449,http://www.mobygames.com/game/four-field-kono,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
blitzkrieg__,229,Historical_games,Blitzkrieg,158601,http://www.mobygames.com/game/blitzkrieg__,1982,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
birthday-party-bash,230,Historical_games,Birthday Party Bash,86031,http://www.mobygames.com/game/birthday-party-bash,2009,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
suspended,231,Historical_games,Suspended,60,http://www.mobygames.com/game/suspended,1983,3.75,3.753642515,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
bship,232,Historical_games,Bship,52001,http://www.mobygames.com/game/bship,1978,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
trivial-pursuit-featuring-the-simpsons,233,Historical_games,Trivial Pursuit Featuring The Simpsons,81048,http://www.mobygames.com/game/trivial-pursuit-featuring-the-simpsons,2007,,0,,0,0,0,0,0,F:入手困難,1,N,https://www.amazon.com/Simpsons-6029307-Trivia-Game/dp/B00GQ03ZPU,"Copies of this DVD game are still available new from third-party sellers at high prices, but the game is out of print.",,,,,
laser-tanks,234,Historical_games,Laser Tanks,50688,http://www.mobygames.com/game/laser-tanks,1980,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
